iter	Passed	Remaining
400	23236	34709
401	23289	34645
402	23346	34585
403	23405	34529
404	23461	34468
405	23524	34417
406	23576	34350
407	23626	34281
408	23678	34215
409	23740	34163
410	23794	34099
411	23854	34044
412	23974	34074
413	24033	34017
414	24092	33961
415	24151	33905
416	24212	33850
417	24269	33791
418	24348	33761
419	24407	33705
420	24460	33641
421	24530	33598
422	24599	33554
423	24647	33483
424	24701	33420
425	24779	33387
426	24862	33363
427	24912	33294
428	25005	33282
429	25055	33213
430	25111	33152
431	25173	33099
432	25233	33042
433	25279	32967
434	25327	32896
435	25372	32821
436	25422	32752
437	25478	32691
438	25539	32637
439	25597	32578
440	25653	32517
441	25700	32445
442	25754	32382
443	25810	32320
444	25859	32252
445	25931	32210
446	25997	32162
447	26108	32169
448	26159	32102
449	26210	32035
450	26260	31966
451	26309	31897
452	26373	31846
453	26422	31776
454	26473	31709
455	26532	31653
456	26587	31590
457	26636	31521
458	26688	31456
459	26736	31386
460	26783	31315
461	26837	31252
462	26890	31188
463	26944	31126
464	26996	31060
465	27048	30996
466	27150	30987
467	27206	30927
468	27258	30861
469	27313	30800
470	27376	30747
471	27446	30702
472	27497	30637
473	27555	30578
474	27610	30517
475	27695	30488
476	27778	30457
477	27826	30387
478	27873	30317
479	27928	30255
480	27977	30188
481	28027	30120
482	28088	30065
483	28188	30051
484	28238	29985
485	28313	29944
486	28359	29873
487	28429	29827
488	28478	29759
489	28527	29691
490	28574	29622
491	28628	29559
492	28679	29494
493	28740	29438
494	28807	29389
495	28856	29321
496	28905	29254
497	28957	29189
498	29010	29126
499	29084	29084
500	29148	29032
501	29240	29007
502	29305	28956
503	29351	28885
504	29397	28815
505	29447	28749
506	29495	28681
507	29544	28613
508	29599	28552
509	29654	28491
510	29710	28431
511	29765	28369
512	29815	28304
513	29865	28238
514	29938	28194
515	29989	28129
516	30037	28061
517	30086	27995
518	30131	27925
519	30202	27879
520	30319	27875
521	30392	27830
522	30452	27774
523	30506	27711
524	30553	27643
525	30610	27584
526	30661	27519
527	30717	27459
528	30769	27396
529	30823	27334
530	30885	27279
531	30946	27223
532	30997	27159
533	31051	27097
534	31104	27035
535	31157	26972
536	31206	26905
537	31258	26842
538	31359	26821
539	31436	26779
540	31491	26718
541	31571	26678
542	31618	26611
543	31687	26561
544	31750	26507
545	31833	26469
546	31886	26407
547	31960	26361
548	32016	26301
549	32077	26244
550	32136	26187
551	32184	26120
552	32233	26054
553	32280	25987
554	32329	25921
555	32441	25906
556	32489	25840
557	32537	25773
558	32587	25708
559	32639	25645
560	32694	25584
561	32744	25520
562	32796	25456
563	32848	25393
564	32903	25332
565	32953	25267
566	33018	25214
567	33078	25158
568	33126	25091
569	33178	25029
570	33231	24967
571	33283	24904
572	33333	24840
573	33409	24795
574	33547	24796
575	33618	24747
576	33679	24690
577	33731	24627
578	33779	24561
579	33838	24503
580	33886	24438
581	33934	24372
582	33988	24311
583	34041	24248
584	34155	24230
585	34253	24199
586	34315	24143
587	34381	24090
588	34448	24038
589	34503	23976
590	34600	23945
591	34647	23879
592	34698	23815
593	34764	23761
594	34811	23695
595	34860	23630
596	34913	23568
597	34965	23505
598	35014	23440
599	35074	23383
600	35130	23322
601	35182	23259
602	35236	23198
603	35284	23133
604	35335	23070
605	35385	23006
606	35434	22942
607	35486	22879
608	35539	22817
609	35590	22754
610	35709	22734
611	35770	22678
612	35822	22615
613	35870	22550
614	35919	22486
615	35967	22421
616	36015	22356
617	36067	22294
618	36119	22231
619	36174	22171
620	36259	22129
621	36314	22068
622	36362	22004
623	36442	21959
624	36489	21893
625	36535	21827
626	36583	21763
627	36630	21698
628	36683	21636
629	36807	21616
630	36859	21554
631	36908	21491
632	36960	21429
633	37009	21365
634	37057	21300
635	37110	21239
636	37168	21180
637	37221	21119
638	37288	21066
639	37349	21008
640	37417	20956
641	37479	20899
642	37530	20837
643	37599	20784
644	37659	20727
645	37706	20662
646	37755	20599
647	37859	20565
648	37916	20506
649	37970	20445
650	38018	20381
651	38074	20322
652	38127	20260
653	38190	20204
654	38238	20140
655	38287	20077
656	38340	20016
657	38397	19957
658	38459	19900
659	38522	19844
660	38583	19787
661	38654	19736
662	38714	19678
663	38795	19631
664	38844	19568
665	38949	19533
666	39004	19472
667	39057	19411
668	39109	19350
669	39156	19285
670	39210	19225
671	39265	19165
672	39319	19104
673	39375	19045
674	39433	18986
675	39499	18931
676	39554	18871
677	39610	18812
678	39659	18749
679	39725	18694
680	39781	18635
681	39829	18571
682	39879	18509
683	40008	18483
684	40055	18419
685	40100	18355
686	40167	18300
687	40213	18236
688	40263	18174
689	40327	18118
690	40374	18054
691	40426	17993
692	40496	17940
693	40556	17882
694	40614	17823
695	40667	17762
696	40717	17700
697	40767	17638
698	40819	17577
699	40880	17520
700	40940	17462
701	40992	17401
702	41168	17392
703	41241	17340
704	41679	17440
705	42115	17538
706	42458	17596
707	42855	17674
708	43265	17757
709	43722	17858
710	44148	17945
711	44602	18041
712	45033	18127
713	45454	18207
714	45816	18262
715	45899	18206
716	45980	18148
717	46065	18092
718	46144	18034
719	46232	17979
720	46311	17920
721	46396	17864
722	46480	17807
723	46610	17768
724	46700	17713
725	46782	17656
726	46871	17601
727	46949	17541
728	47022	17480
729	47130	17431
730	47216	17375
731	47297	17316
732	47376	17257
733	47477	17205
734	47555	17145
735	47721	17117
736	47796	17056
737	47873	16995
738	47952	16936
739	48033	16876
740	48148	16829
741	48233	16771
742	48322	16714
743	48404	16655
744	48480	16594
745	48557	16532
746	48637	16472
747	48773	16431
748	48850	16370
749	48932	16310
750	49014	16250
751	49094	16190
752	49169	16128
753	49245	16066
754	49343	16012
755	49427	15952
756	49509	15892
757	49590	15832
758	49668	15770
759	49745	15709
760	49872	15662
761	49951	15601
762	50032	15540
763	50113	15480
764	50192	15418
765	50269	15356
766	50346	15294
767	50434	15235
768	50515	15174
769	50593	15112
770	50673	15050
771	50755	14990
772	50912	14951
773	50991	14889
774	51067	14826
775	51165	14769
776	51253	14709
777	51333	14647
778	51403	14583
779	51503	14526
780	51583	14464
781	51660	14401
782	51740	14339
783	51818	14276
784	51899	14214
785	52044	14169
786	52132	14109
787	52216	14048
788	52294	13985
789	52369	13921
790	52446	13857
791	52519	13792
792	52591	13728
793	52690	13670
794	52774	13608
795	52873	13550
796	52961	13489
797	53120	13446
798	53255	13397
799	53360	13340
800	53479	13286
801	53607	13234
802	53706	13175
803	53832	13123
804	53958	13070
805	54090	13019
806	54266	12978
807	54342	12913
808	54416	12847
809	54493	12782
810	54578	12719
811	54662	12655
812	54755	12594
813	54855	12534
814	54942	12471
815	55045	12412
816	55126	12347
817	55310	12306
818	55394	12242
819	55474	12177
820	55566	12114
821	55667	12054
822	55747	11989
823	55826	11924
824	55907	11859
825	55991	11794
826	56074	11730
827	56158	11665
828	56239	11600
829	56392	11550
830	56472	11484
831	56547	11418
832	56623	11351
833	56714	11288
834	56832	11230
835	56911	11164
836	57052	11110
837	57136	11045
838	57215	10979
839	57292	10912
840	57428	10857
841	57565	10802
842	57667	10740
843	57763	10676
844	57869	10615
845	57949	10548
846	58056	10487
847	58165	10425
848	58247	10359
849	58325	10292
850	58407	10226
851	58487	10159
852	58631	10104
853	58712	10037
854	58791	9970
855	58870	9903
856	58953	9836
857	59031	9769
858	59106	9701
859	59196	9636
860	59282	9570
861	59358	9502
862	59441	9436
863	59528	9370
864	59608	9303
865	59781	9250
866	59871	9184
867	59961	9118
868	60045	9051
869	60124	8984
870	60204	8916
871	60292	8850
872	60369	8782
873	60455	8715
874	60537	8648
875	60621	8581
876	60700	8513
877	60844	8454
878	60925	8386
879	61005	8318
880	61090	8251
881	61167	8183
882	61246	8115
883	61330	8047
884	61420	7981
885	61525	7916
886	61648	7853
887	61755	7789
888	61969	7737
889	62047	7668
890	62134	7601
891	62222	7533
892	62312	7466
893	62395	7398
894	62470	7328
895	62590	7264
896	62670	7196
897	62759	7128
898	62844	7060
899	62927	6991
900	63091	6932
901	63173	6863
902	63264	6795
903	63341	6726
904	63427	6658
905	63504	6588
906	63584	6519
907	63669	6451
908	63751	6382
909	63837	6313
910	63922	6244
911	64004	6175
912	64146	6112
913	64232	6043
914	64371	5979
915	64458	5911
916	64529	5840
917	64616	5771
918	64691	5701
919	64741	5629
920	64801	5558
921	64862	5487
922	64917	5415
923	64990	5345
924	65033	5273
925	65089	5201
926	65215	5135
927	65275	5064
928	65320	4992
929	65372	4920
930	65440	4850
931	65484	4777
932	65542	4706
933	65587	4634
934	65635	4562
935	65687	4491
936	65736	4419
937	65801	4349
938	65853	4278
939	65907	4206
940	65970	4136
941	66019	4064
942	66064	3993
943	66116	3922
944	66175	3851
945	66341	3786
946	66399	3716
947	66460	3645
948	66519	3574
949	66576	3504
950	66634	3433
951	66705	3363
952	66765	3292
953	66816	3221
954	66867	3150
955	66933	3080
956	66984	3009
957	67029	2938
958	67094	2868
959	67145	2797
960	67193	2726
961	67262	2656
962	67326	2586
963	67459	2519
964	67514	2448
965	67575	2378
966	67631	2308
967	67692	2237
968	67745	2167
969	67805	2097
970	67854	2026
971	67912	1956
972	67977	1886
973	68045	1816
974	68109	1746
975	68159	1676
976	68224	1606
977	68272	1535
978	68320	1465
979	68406	1396
980	68557	1327
981	68610	1257
982	68667	1187
983	68730	1117
984	68797	1047
985	68851	977
986	68912	907
987	68971	837
988	69033	767
989	69089	697
990	69148	627
991	69200	558
992	69252	488
993	69314	418
994	69377	348
995	69461	278
996	69509	209
997	69661	139
998	69720	69
999	69780	0
