iter	Logloss	Accuracy
145	0.0141995005	0.99880006
146	0.01395133049	0.99880006
147	0.01392839226	0.99880006
148	0.01376375146	0.99880006
149	0.01353099507	0.99880006
150	0.01348792688	0.99880006
151	0.0132641508	0.9989500525
152	0.01322437089	0.9989500525
153	0.01306954618	0.9989500525
154	0.01291087356	0.9989500525
155	0.01280628945	0.9989500525
156	0.01256958368	0.9989500525
157	0.0124981754	0.999100045
158	0.01241857412	0.999100045
159	0.01223155236	0.999100045
160	0.01214786045	0.999100045
161	0.01212545362	0.999100045
162	0.01200940865	0.9992500375
163	0.01195601016	0.9992500375
164	0.01184903879	0.9992500375
165	0.01179815909	0.99925003751166	0.01173515984	0.99925003716167	0.01164311918	0.99925003168168	0.01144944179	0.9992500169	169	0.0114002912	0.9992500170	170	0.01138619227	0.999250171	0171	0.01120300866	0.99925172	0.172	0.01115378587	0.9992173	0.0173	0.01112123891	0.99174	0.013174	0.01109034889	0.9175	0.0138175	0.01102233435	0.176	0.01364176	0.01092385682	0177	0.013449177	0.01080875592178	0.01325453178	0.010667636179	0.0131335413179	0.010623180	0.01299979116	0180	0.0104181	0.0129698146	0.99181	0.0182	0.01292098432	0.9993182	0183	0.01290141272	0.999399183184	0.0128753339	0.999399918185	0.01275634173	0.999399918186	0.01273806312	0.999399918187	0.01263057624	0.999399918188	0.01256392391	0.999399918189	0.01250585647	0.999399189190	0.01244804494	0.999399190191	0.01243635758	0.999399191192	0.01240594987	0.999399192193	0.01238615813	0.999399919194	0.01229703477	0.999399941195	0.01214427663	0.99939994
196	0.01209230432	0.99939994
197	0.01200024351	0.99939994
198	0.01181942462	0.99939994
199	0.01176818632	0.99939994
200	0.0116455992	0.999549955
201	0.01161412572	0.999549955
202	0.01157116161	0.999549955
203	0.01151617951	0.999549955
204	0.01148185258	0.99939994
205	0.01145070603	0.99939994
206	0.01143779332	0.99939994
207	0.01135653841	0.999549955
208	0.01127713491	0.999549955
209	0.01111264784	0.999549955
210	0.01107688523	0.999549955
211	0.01106249668	0.999549955
212	0.01103948651	0.999549955
213	0.0109736294	0.999549955
214	0.01096485271	0.999549955
215	0.01092922554	0.99939994
216	0.0108908231	0.999549955
217	0.01078872669	0.999549955
218	0.01068253565	0.999549955
219	0.01056399292	0.999549955
220	0.01053153737	0.999549955
221	0.01042525981	0.999549955
222	0.01031855546	0.999549955
223	0.01019956998	0.999549955
224	0.01017070694	0.999549955
225	0.01012779923	0.999549955
226	0.01011519741	0.999549955
227	0.01007208453	0.999549955
228	0.01005675696	0.999549955
229	0.01003205494	0.999549955
230	0.009995331122	0.999549955
231	0.009846137078	0.999549955
232	0.009820141135	0.999549955
233	0.009779217194	0.999549955
234	0.009732984385	0.999549955
235	0.009681738983	0.999549955
236	0.009672088725	0.999549955
237	0.009666367893	0.999549955
238	0.00965799347	0.999549955
239	0.009625510178	0.999549955
240	0.009546949919	0.999549955
241	0.009522393692	0.999549955
242	0.009443377697	0.999549955
243	0.009443377697	0.999549955
244	0.00933295625	0.999549955
245	0.009200318663	0.999549955
246	0.009109545259	0.999549955
247	0.009003399181	0.999549955
248	0.008938776625	0.999549955
249	0.008889024637	0.999549955
250	0.008811115847	0.999549955
251	0.0086888637	0.999549955
252	0.008646641245	0.99969997
253	0.008574747688	0.99969997
254	0.008443784233	0.99969997
255	0.008408592061	0.99969997
256	0.008401052294	0.99969997
257	0.008362800638	0.99969997
258	0.008273940268	0.99969997
259	0.008264264729	0.99969997
260	0.008149108351	0.99969997
261	0.008144275212	0.99969997
262	0.00810889257	0.99969997
263	0.008081899449	0.99969997
264	0.00806327299	0.99969997
265	0.008020023071	0.99969997
266	0.007995731034	0.99969997
267	0.007909927394	0.99969997
268	0.007887388102	0.99969997
269	0.007842206034	0.99969997
270	0.007784485206	0.99969997
271	0.007781514569	0.99969997
272	0.007694967042	0.99969997
273	0.007686257748	0.99969997
274	0.007672860675	0.99969997
275	0.007625323842	0.99969997
276	0.007525960118	0.99969997
277	0.007484420787	0.99969997
278	0.007440608007	0.99969997
279	0.007406532074	0.99969997
280	0.00739969504	0.99969997
281	0.007392498795	0.99969997
282	0.007369600287	0.99969997
283	0.007363181094	0.99969997
284	0.007335787445	0.99969997
285	0.00732994522	0.99969997
286	0.00730953169	0.99969997
287	0.007295746192	0.99969997
288	0.007217739704	0.99969997
289	0.007185100123	0.99969997
290	0.007176639301	0.99969997
291	0.007091522392	0.99969997
292	0.007082428951	0.99969997
293	0.00702074434	0.99969997
294	0.007011388556	0.99969997
295	0.006963020191	0.99969997
296	0.006956390124	0.99969997
297	0.006956384782	0.99969997
298	0.006924720045	0.99969997
299	0.006838810084	0.99969997
300	0.006756757745	0.99969997
301	0.006683398688	0.99969997
302	0.00667725117	0.99969997
303	0.006629757893	0.99969997
304	0.006611522357	0.99969997
305	0.006539156166	0.99969997
306	0.006539144317	0.99969997
307	0.006470646191	0.99969997
308	0.006465454165	0.99969997
309	0.006380879461	0.99969997
310	0.006378021442	0.99969997
311	0.006378013683	0.99969997
312	0.006377997984	0.99969997
313	0.006368041777	0.99969997
314	0.006368025452	0.99969997
315	0.006368017587	0.99969997
316	0.006346629888	0.99969997
317	0.006346605594	0.99969997
318	0.006346603017	0.99969997
319	0.006321534558	0.99969997
320	0.006260087892	0.99969997
321	0.006260076877	0.99969997
322	0.006191221946	0.99969997
323	0.006191076528	0.99969997
324	0.006191071993	0.99969997
325	0.006191065897	0.99969997
326	0.00618918573	0.99969997
327	0.006118682769	0.999849985
328	0.006115904553	0.999849985
329	0.006115896625	0.999849985
330	0.006113423294	0.999849985
331	0.006111032903	0.999849985
332	0.006111023971	0.999849985
333	0.006111012927	0.999849985
334	0.006111005565	0.999849985
335	0.006111004825	0.999849985
336	0.006110990904	0.999849985
337	0.006108107368	0.999849985
338	0.006108105412	0.999849985
339	0.006105571209	0.999849985
340	0.00610556865	0.999849985
341	0.006105561826	0.999849985
342	0.006104047687	0.999849985
343	0.006096267139	0.999849985
344	0.006096262674	0.999849985
345	0.006096211673	0.999849985
346	0.006086644014	0.999849985
347	0.006086620714	0.999849985
348	0.00608660854	0.999849985
349	0.006012369362	0.999849985
350	0.006007683797	0.999849985
351	0.006005894269	0.999849985
352	0.006005885923	0.999849985
353	0.005936595551	0.999849985
354	0.005936587282	0.999849985
355	0.005936573184	0.999849985
356	0.005936044906	0.999849985
357	0.005936015182	0.999849985
358	0.005936013936	0.999849985
359	0.005935185884	0.999849985
360	0.005932052651	0.999849985
361	0.005932052651	0.999849985
362	0.005932047853	0.999849985
363	0.005932044784	0.999849985
364	0.005932029288	0.999849985
365	0.005930341857	0.999849985
366	0.005929011283	0.999849985
367	0.005836757704	0.999849985
368	0.005836755658	0.999849985
369	0.005835437514	0.9998499853370	0.005835432005	0370	0.00334371	0.005371	0.003296631519	1
372	0.003267448312	1
373	0.003258794815	1
374	0.003242250492	1
375	0.003227219074	1
376	0.003176627918	1
377	0.003160448003	1
378	0.00313259682	1
379	0.003123831009	1
380	0.003114537943	1
381	0.003114530324	1
382	0.003114528173	1
383	0.003097016554	1
384	0.003094724062	1
385	0.003078105465	1
386	0.003048844919	1
387	0.00304884229	1
388	0.003044574112	1
389	0.003044572168	1
390	0.003037626745	1
391	0.003037624551	1
392	0.003027365481	1
393	0.003010406264	1
394	0.002981801549	1
395	0.002954534455	1
396	0.002916934861	1
397	0.002887209308	1
398	0.002887205565	1
399	0.00288720146	1
400	0.002887196741	1
401	0.002887196121	1
402	0.002887193144	1
403	0.002879672135	1
404	0.002879668516	1
405	0.002879656333	1
406	0.002879654135	1
407	0.00287965122	1
408	0.002879641838	1
409	0.002869730382	1
410	0.002869726464	1
411	0.00286972449	1
412	0.002869718111	1
413	0.00286971703	1
414	0.002869685818	1
415	0.002869681559	1
416	0.002869680143	1
417	0.002869678741	1
418	0.002853542097	1
419	0.002839754909	1
420	0.002804617775	1
421	0.002786313761	1
422	0.002786310936	1
423	0.002786310936	1
424	0.002777409717	1
425	0.002777404418	1
426	0.002777389524	1
427	0.002777388727	1
428	0.002777379736	1
429	0.002777375147	1
430	0.002777374407	1
431	0.002777363052	1
432	0.0027773584	1
433	0.002777354162	1
434	0.002777349159	1
435	0.002777347171	1
436	0.002777342086	1
437	0.002777339217	1
438	0.002762757084	1
439	0.002762730589	1
440	0.002762730297	1
441	0.002762727383	1
442	0.002762726453	1
443	0.002762723897	1
444	0.002762721923	1
445	0.002762716157	1
446	0.002762716157	1
447	0.002762715469	1
448	0.002762713519	1
449	0.0027627124	1
450	0.002762707147	1
451	0.00276270083	1
452	0.002762699176	1
453	0.002762668093	1
454	0.002747646171	1
455	0.002741346579	1
456	0.002741140711	1
457	0.002741138947	1
458	0.002741135854	1
459	0.002741133068	1
460	0.002741126239	1
461	0.002741120685	1
462	0.002741111225	1
463	0.002741107881	1
464	0.002741105049	1
465	0.002741102275	1
466	0.002741099503	1
467	0.002741084232	1
468	0.002741082512	1
469	0.002741073055	1
470	0.002736797757	1
471	0.002736797623	1
472	0.002736794508	1
473	0.002736791743	1
474	0.002736790347	1
475	0.002736787583	1
476	0.002736786187	1
477	0.002736783425	1
478	0.002736783234	1
479	0.002704279544	1
480	0.002704272996	1
481	0.002703871715	1
482	0.002703870386	1
483	0.002703862941	1
484	0.002703857646	1
485	0.002703853842	1
486	0.002703851206	1
487	0.002703849879	1
488	0.00270384707	1
489	0.00270384707	1
490	0.002681382409	1
491	0.002681376753	1
492	0.002681373556	1
493	0.00268137165	1
494	0.002681371485	1
495	0.002681370225	1
496	0.002681368319	1
497	0.002681367689	1
498	0.002681366787	1
499	0.002681366622	1
500	0.002681356104	1
501	0.002667766141	1
502	0.002654458507	1
503	0.00264140266	1
504	0.002641400541	1
505	0.00264138682	1
506	0.002641381651	1
507	0.002627649044	1
508	0.002627647892	1
509	0.002627645043	1
510	0.002627627733	1
511	0.002627626456	1
512	0.002627625178	1
513	0.002627619985	1
514	0.002627605546	1
515	0.002627602698	1
516	0.002627591653	1
517	0.002627586558	1
518	0.002627585286	1
519	0.002627585286	1
520	0.002627585286	1
521	0.002627580195	1
522	0.002627578391	1
523	0.002627561091	1
524	0.002627556004	1
525	0.002627554734	1
526	0.00262754894	1
527	0.002627531647	1
528	0.002627530291	1
529	0.002627529645	1
530	0.002627524564	1
531	0.002627524564	1
532	0.002627523326	1
533	0.002627522056	1
534	0.002627516265	1
535	0.002627512668	1
536	0.002627511739	1
537	0.002627510439	1
538	0.00262750917	1
539	0.002627500988	1
540	0.00262749972	1
541	0.002627498453	1
542	0.002627497185	1
543	0.002627484427	1
544	0.002627479635	1
545	0.002627478395	1
546	0.00262747719	1
547	0.00262747683	1
548	0.002627476186	1
549	0.00262746907	1
550	0.002627467804	1
551	0.002627466506	1
552	0.00262746524	1
553	0.002627463975	1
554	0.002627461402	1
555	0.002627457815	1
556	0.002627455632	1
557	0.002627453104	1
558	0.002627450577	1
559	0.002627450407	1
560	0.002627449775	1
561	0.002619230823	1
562	0.002619219721	1
563	0.002619217778	1
564	0.002619217457	1
565	0.002619217144	1
566	0.002619216252	1
567	0.00261921594	1
568	0.0026192134	1
569	0.002619211558	1
570	0.002619210872	1
571	0.002619208511	1
572	0.002619208199	1
573	0.002619207307	1
574	0.002619206995	1
575	0.002591881764	1
576	0.002591881446	1
577	0.002591881288	1
578	0.002591874164	1
579	0.002591874006	1
580	0.002591871233	1
581	0.002591868712	1
582	0.002591866192	1
583	0.002591861155	1
584	0.002591858638	1
585	0.002591852648	1
586	0.00259184888	1
587	0.002591847944	1
588	0.002591841995	1
589	0.00259183948	1
590	0.002591836966	1
591	0.002591832821	1
592	0.002591828794	1
593	0.002591825758	1
594	0.002591823686	1
595	0.002591821174	1
596	0.002591818664	1
597	0.00259181311	1
598	0.0025918106	1
599	0.00259180935	1
600	0.002591805002	1
601	0.002591803623	1
602	0.002591803334	1
603	0.002591802172	1
604	0.002591802001	1
605	0.002591799493	1
606	0.002591797721	1
607	0.002591795214	1
608	0.002591782867	1
609	0.002591781096	1
610	0.002591778069	1
611	0.002591778069	1
612	0.002591775044	1
613	0.002591772722	1
614	0.00259177147	1
615	0.002591770309	1
616	0.002591769058	1
617	0.002591761982	1
618	0.00259176181	1
619	0.002591761684	1
620	0.002591760435	1
621	0.002591759542	1
622	0.002591757775	1
623	0.002591756017	1
624	0.00259175009	1
625	0.002591745249	1
626	0.00259174486	1
627	0.002591744735	1
628	0.002591739741	1
629	0.00259173881	1
630	0.002591737161	1
631	0.00259172959	1
632	0.002591722226	1
633	0.002591722226	1
634	0.002591720978	1
635	0.002591720796	1
636	0.002591719549	1
637	0.002591717784	1
638	0.002591712797	1
639	0.002591710491	1
640	0.002591709763	1
641	0.002591709763	1
642	0.002591707444	1
643	0.002591702461	1
644	0.002591698318	1
645	0.002591697407	1
646	0.002591695769	1
647	0.002591694006	1
648	0.002591691625	1
649	0.002591689765	1
650	0.002591677424	1
651	0.00259167618	1
652	0.002591674418	1
653	0.002591662285	1
654	0.002591650681	1
655	0.002591647754	1
656	0.002591645437	1
657	0.002591644193	1
658	0.002591634312	1
659	0.002591631803	1
660	0.002591630562	1
661	0.002591629321	1
662	0.002591621039	1
663	0.002591619764	1
664	0.002591616728	1
665	0.002591608447	1
666	0.002591607206	1
667	0.002591599236	1
668	0.002591589381	1
669	0.002591588143	1
670	0.002591586905	1
671	0.002591584404	1
672	0.002591584115	1
673	0.002591582339	1
674	0.002591581432	1
675	0.002591580161	1
676	0.002591579495	1
677	0.002591578258	1
678	0.002579782596	1
679	0.002579760781	1
680	0.002579758078	1
681	0.002579754247	1
682	0.002579753372	1
683	0.002579752237	1
684	0.002579749429	1
685	0.002579749429	1
686	0.002571174571	1
687	0.002571171729	1
688	0.002571166765	1
689	0.002571166765	1
690	0.002571164489	1
691	0.002571158931	1
692	0.00257115758	1
693	0.002571155128	1
694	0.002571154818	1
695	0.002571151316	1
696	0.002571149649	1
697	0.002571147391	1
698	0.002571145324	1
699	0.002571143053	1
700	0.002571139552	1
701	0.002571134599	1
702	0.002571133376	1
703	0.002571133006	1
704	0.002571129509	1
705	0.002571128286	1
706	0.002571127064	1
707	0.002571125842	1
708	0.002571122237	1
709	0.002571121016	1
710	0.002571119795	1
711	0.00257111856	1
712	0.002571113678	1
713	0.002571108429	1
714	0.002571103893	1
715	0.002571103326	1
716	0.002571102108	1
717	0.002571085965	1
718	0.002554022367	1
719	0.00255402207	1
720	0.002554021773	1
721	0.002554021223	1
722	0.002554020673	1
723	0.002554014816	1
724	0.002554014519	1
725	0.002554010712	1
726	0.002554010712	1
727	0.002554009391	1
728	0.002554008534	1
729	0.002554002014	1
730	0.002554001157	1
731	0.00255400086	1
732	0.002553999423	1
733	0.002530777291	1
734	0.002530776999	1
735	0.002530774752	1
736	0.00253077446	1
737	0.002530773286	1
738	0.002530772994	1
739	0.002530772703	1
740	0.002530772411	1
741	0.002530771576	1
742	0.002530764896	1
743	0.002530761452	1
744	0.002530760085	1
745	0.00253075925	1
746	0.002530758959	1
747	0.002530756782	1
748	0.002530752464	1
749	0.002530751097	1
750	0.002530749365	1
751	0.002530748763	1
752	0.002530748472	1
753	0.002519599625	1
754	0.00251959769	1
755	0.002519594934	1
756	0.002519593102	1
757	0.002519590269	1
758	0.002519586939	1
759	0.002519585867	1
760	0.002519585282	1
761	0.002510928996	1
762	0.00251092366	1
763	0.002510922389	1
764	0.002510916946	1
765	0.002510916113	1
766	0.002504919006	1
767	0.00250491667	1
768	0.002504914357	1
769	0.002504911038	1
770	0.002504909379	1
771	0.002504908224	1
772	0.002504894927	1
773	0.002504893772	1
774	0.00250489319	1
775	0.002504892513	1
776	0.002504873776	1
777	0.002504870299	1
778	0.002504869146	1
779	0.002504868505	1
780	0.002496934546	1
781	0.002496932094	1
782	0.002496925461	1
783	0.002496925174	1
784	0.00249692285	1
785	0.002496922563	1
786	0.002496921107	1
787	0.002496920052	1
788	0.002472070131	1
789	0.002472064427	1
790	0.00247206425	1
791	0.00247206425	1
792	0.002461642105	1
793	0.002461638827	1
794	0.002461636435	1
795	0.00246163572	1
796	0.00246163119	1
797	0.002461625446	1
798	0.002461623137	1
799	0.002461620828	1
800	0.002461616188	1
801	0.002461611561	1
802	0.002461609502	1
803	0.002461609248	1
804	0.0024616076	1
805	0.002461606747	1
806	0.002461604688	1
807	0.002461601445	1
808	0.002461588513	1
809	0.002461587112	1
810	0.002461585465	1
811	0.002461584612	1
812	0.002461578944	1
813	0.00246157779	1
814	0.002461575572	1
815	0.002451646078	1
816	0.002451643386	1
817	0.002451641355	1
818	0.002451638537	1
819	0.002451637276	1
820	0.00245163362	1
821	0.002451630223	1
822	0.002423875832	1
823	0.002423874936	1
824	0.002423874384	1
825	0.002423873833	1
826	0.002423867104	1
827	0.002423860376	1
828	0.002423859825	1
829	0.002423855366	1
830	0.002423852544	1
831	0.002423847881	1
832	0.002423841154	1
833	0.002423837988	1
834	0.002423832019	1
835	0.002423831468	1
836	0.0024238302	1
837	0.002423829238	1
838	0.002423825956	1
839	0.002423824856	1
840	0.002423823807	1
841	0.002423822707	1
842	0.002423821608	1
843	0.002423817209	1
844	0.0024238151	1
845	0.00242381431	1
846	0.002423812201	1
847	0.002423809049	1
848	0.002423804614	1
849	0.002423803347	1
850	0.002423802385	1
851	0.002423799564	1
852	0.002423796892	1
853	0.002423793033	1
854	0.002423785242	1
855	0.002423785242	1
856	0.002423778518	1
857	0.002423777557	1
858	0.002423774736	1
859	0.002423766003	1
860	0.002423757589	1
861	0.002423755396	1
862	0.002423754131	1
863	0.002423753961	1
864	0.002423751733	1
865	0.002423748912	1
866	0.00242374672	1
867	0.002423745612	1
868	0.00242374369	1
869	0.002423741499	1
870	0.002423739309	1
871	0.002423738045	1
872	0.002423735856	1
873	0.002423733763	1
874	0.002423727041	1
875	0.002423722427	1
876	0.002423721334	1
877	0.00242372074	1
878	0.002423720073	1
879	0.002423718441	1
880	0.002423716282	1
881	0.002423711841	1
882	0.002423711502	1
883	0.002423705218	1
884	0.002423698497	1
885	0.002423694655	1
886	0.002423687935	1
887	0.002423686363	1
888	0.002423685258	1
889	0.002423680894	1
890	0.002423680554	1
891	0.002423678213	1
892	0.002423677548	1
893	0.002423676458	1
894	0.002423674533	1
895	0.002423672563	1
896	0.002423672563	1
897	0.002423669422	1
898	0.002423665065	1
899	0.002423662244	1
900	0.002423661193	1
901	0.002423660786	1
902	0.002423658076	1
903	0.002411243135	1
904	0.00241124171	1
905	0.002404279001	1
906	0.002404277675	1
907	0.002404269545	1
908	0.002404266458	1
909	0.002404265121	1
910	0.002404264649	1
911	0.002404262534	1
912	0.002404261472	1
913	0.002404260409	1
914	0.002404259551	1
915	0.002404258488	1
916	0.002404257426	1
917	0.00240425288	1
918	0.002404251555	1
919	0.00240424728	1
920	0.002404245124	1
921	0.002404243237	1
922	0.00240423474	1
923	0.002404231661	1
924	0.002404230602	1
925	0.002404222643	1
926	0.002404221376	1
927	0.002404221376	1
928	0.002404216095	1
929	0.002404215037	1
930	0.002404210246	1
931	0.002404209188	1
932	0.002404207074	1
933	0.002404205536	1
934	0.002404200876	1
935	0.00240419899	1
936	0.002404197104	1
937	0.002404196047	1
938	0.00240419451	1
939	0.002404193453	1
940	0.002404192396	1
941	0.00240419051	1
942	0.002404186745	1
943	0.002404186096	1
944	0.002404183969	1
945	0.002404182912	1
946	0.002404181042	1
947	0.002404178513	1
948	0.002404177341	1
949	0.002404173572	1
950	0.002404172516	1
951	0.00240417122	1
952	0.002404169685	1
953	0.002404163482	1
954	0.002404158218	1
955	0.002404156684	1
956	0.002404155832	1
957	0.002404153949	1
958	0.002404151459	1
959	0.002404150165	1
960	0.002404149454	1
961	0.002404143322	1
962	0.00240413712	1
963	0.002404132892	1
964	0.002404131831	1
965	0.002404129725	1
966	0.002404128194	1
967	0.002404119822	1
968	0.002404112806	1
969	0.002404111554	1
970	0.002404110024	1
971	0.002404106317	1
972	0.002404106317	1
973	0.002404102114	1
974	0.002404100014	1
975	0.002404099395	1
976	0.002394606826	1
977	0.002394602642	1
978	0.002394598393	1
979	0.002394598132	1
980	0.002394595529	1
981	0.002394595007	1
982	0.002394593846	1
983	0.002394587877	1
984	0.002394587413	1
985	0.002394587152	1
986	0.002394586687	1
987	0.002394586687	1
988	0.002394583318	1
989	0.002394582257	1
990	0.002394581793	1
991	0.002394581271	1
992	0.002394580508	1
993	0.002394579348	1
994	0.00239457619	1
995	0.002394575726	1
996	0.002394575204	1
997	0.002394574683	1
998	0.002394573921	1
999	0.002394573399	1
951599	1
980	0.003883934893	1
981	0.003883918195	1
982	0.003883917055	1
983	0.003883916704	1
984	0.003883914606	1
985	0.003883910593	1
986	0.003883908495	1
987	0.003883854356	1
988	0.003883849119	1
989	0.003883824361	1
990	0.003883815286	1
991	0.003883807984	1
992	0.003883804335	1
993	0.003883800174	1
994	0.003883796016	1
995	0.003883749931	1
996	0.003883747167	1
997	0.003883745098	1
998	0.003882640675	1
999	0.003882638802	1
	0.9998499625
789	0.004882729167	0.9998499625
790	0.004882716612	0.9998499625
791	0.004882703857	0.9998499625
792	0.004882689936	0.9998499625
793	0.004882679088	0.9998499625
794	0.004882672965	0.9998499625
795	0.004882647911	0.9998499625
796	0.004882641785	0.9998499625
797	0.00488263841	0.9998499625
798	0.004882632052	0.9998499625
799	0.004882623135	0.9998499625
800	0.004882620008	0.9998499625
801	0.004882616831	0.9998499625
802	0.004882613654	0.9998499625
803	0.004882610375	0.9998499625
804	0.004882603605	0.9998499625
805	0.004882554961	0.9998499625
806	0.004882548885	0.9998499625
807	0.004882545467	0.9998499625
808	0.00488251117	0.9998499625
809	0.00488250444	0.9998499625
810	0.004882501325	0.9998499625
811	0.00488249795	0.9998499625
812	0.004882491223	0.9998499625
813	0.004882487809	0.9998499625
814	0.004882484645	0.9998499625
815	0.00488248426	0.9998499625
816	0.004882480887	0.9998499625
817	0.00488247295	0.9998499625
818	0.004882424457	0.9998499625
819	0.0048824213	0.9998499625
820	0.004882399691	0.9998499625
821	0.004882303925	0.9998499625
822	0.004882291689	0.9998499625
823	0.004882286137	0.9998499625
824	0.004882285323	0.9998499625
825	0.004882235153	0.9998499625
826	0.004882223026	0.9998499625
827	0.004882210904	0.9998499625
828	0.004882204728	0.9998499625
829	0.004882198554	0.9998499625
830	0.004882147977	0.9998499625
831	0.00488212295	0.9998499625
832	0.00488211045	0.9998499625
833	0.004882108888	0.9998499625
834	0.004882103304	0.9998499625
835	0.00488209684	0.9998499625
836	0.004882048832	0.9998499625
837	0.004882036774	0.9998499625
838	0.004882033467	0.9998499625
839	0.004882026823	0.9998499625
840	0.004882025718	0.9998499625
841	0.004882022494	0.9998499625
842	0.004882009662	0.9998499625
843	0.004881992642	0.9998499625
844	0.004881991537	0.9998499625
845	0.004881990785	0.9998499625
846	0.004881989236	0.9998499625
847	0.004881988483	0.9998499625
848	0.004881975664	0.9998499625
849	0.004881962397	0.9998499625
850	0.004881937644	0.9998499625
851	0.004849939486	1
852	0.004849923007	1
853	0.004849918158	1
854	0.004849911861	1
855	0.004849905566	1
856	0.004849883881	1
857	0.004849880859	1
858	0.004849877837	1
859	0.004849877051	1
860	0.00484269447	1
861	0.004842691326	1
862	0.004842673069	1
863	0.004842624291	1
864	0.004842624291	1
